query_id,source,query_length_words,relevant_passages,pool_size
667eb8fb-d529-42e9-aae1-4f47c5fc14f2,popqa,4,2,5
ada03f12-0d44-450b-b662-54ac89504269,popqa,6,1,5
344b2a80-0461-485e-ab1a-aec252145cff,popqa,5,1,5
967cdb76-b6e2-4d81-bd92-d1e4508fc827,popqa,5,1,5
aa42b71d-d091-4982-8230-745b4352154e,popqa,5,1,5
69891229-9313-405d-a4b7-2d8d9edbad4d,popqa,5,1,5
9d5dad3e-14d6-47d1-89b2-febf0d64403e,popqa,6,1,5
b713f4e2-8589-478f-9641-10592d6adccb,popqa,5,1,5
7a987b7d-4618-407f-aba4-f400d076c2f6,popqa,5,1,5
e1fe9412-6c1c-4a1f-b358-9b8fddb37ad5,popqa,5,1,5
23a40595-4d16-4bae-a06d-90782f3c5d3d,popqa,5,1,5
e523314a-995c-4a27-9ba1-0774e1f160bd,popqa,6,1,5
d5fb047c-589f-428b-a708-ae2c6b69930d,popqa,5,1,5
f78f8e3c-a0b8-4a3f-ba6c-75118e124a9b,popqa,6,2,5
3eda1b15-51e0-40c8-be10-f4f137d38239,popqa,5,1,5
71380afc-fd03-410f-a6e2-69ccd15f720c,popqa,5,1,5
66df9bc5-b665-4eaa-9a55-c43ca060ce1f,popqa,5,2,5
6c15cc08-fa1a-44af-a4f4-6e527d830c3e,popqa,5,1,5
d7d68e34-2f36-4a12-88d5-6162f8495d32,popqa,5,3,5
1eecd927-ec6a-4f73-b208-1cf87dddaffa,popqa,5,1,5
20d6d164-7b97-4160-83a3-a333f657364b,popqa,5,1,5
988d764d-5cb4-4063-9841-b2a10498f8d8,popqa,5,2,5
c45d06c7-db3c-427a-bdb3-a2d96cc14f19,popqa,6,1,5
93d2366a-c962-48d0-a1f1-af84f4dc50cf,popqa,5,2,5
88642e64-82a7-4ca3-b5a2-28d3c2863d4d,popqa,5,1,5
afe555c5-8337-44b0-8afb-b9258593717d,popqa,5,1,5
505bb088-b4f1-443d-81d8-39c23e83c98b,popqa,5,1,5
81a21fc0-8876-4144-bc17-256dac1a34a3,popqa,5,5,5
beac4a2f-8b22-4ba2-a581-eff46c834bb8,popqa,6,1,5
d383abfb-8bdb-4729-add7-15646a2e002c,popqa,5,2,5
f54d10e2-3f25-4f65-91f1-07f412bd4e24,popqa,6,1,5
c616000d-04f4-446e-9d2e-29a663dc18e4,popqa,5,1,5
bf950026-be37-40bc-8a5f-b00aaa0079ce,popqa,7,1,5
51adf3b1-00f5-4de1-b6d3-6f584af23c39,popqa,5,2,5
1703f7c5-12a1-44c4-9b5d-494842810951,popqa,5,1,5
951f835e-6473-4947-88f0-e3ded9270ff0,popqa,6,1,5
2761b804-c889-4bd6-be5d-a24285588d3a,popqa,6,1,5
92d80130-47ff-410f-a6fc-4ea6c979d0d6,popqa,5,1,5
ad50bd8b-05a6-460f-9d70-5cd2b4eff870,popqa,5,3,5
64f15482-9f18-4b97-a13a-f349936a2481,popqa,5,3,5
60121f60-46df-4137-b3cc-2d6c3a706c2c,popqa,6,1,5
a2d3653e-388f-4a22-8655-db90c407cee1,popqa,5,2,5
5f611ba0-0624-4d64-b66d-53978f9edaea,popqa,5,1,5
4c39f148-8215-4015-b721-8d1976c22a36,popqa,5,2,5
b148fb30-aa7c-4a80-8a1b-923ebca0add3,popqa,5,1,5
157c3c0a-d614-4437-9b11-66ba60533505,popqa,5,1,5
8049a209-1c8f-4c04-87ac-578f5acf1eb5,popqa,5,2,5
691eaef5-3cd5-4866-824f-47aaf2735de1,popqa,5,1,5
60fd8745-ca21-4159-b5c6-2a732e4658fc,popqa,4,3,5
1714727f-aec8-438a-b9b6-ad7d77cfcfde,popqa,5,1,5
41b26e08-614b-4957-9fcb-ed99f1870429,popqa,5,1,5
d9a5a587-a6a5-4121-8c8c-001dd81dc6c0,popqa,5,3,5
0846600f-fc75-405c-8acc-53f0e32cfade,popqa,5,1,5
f7b700cb-4b59-4ff2-afeb-04241078870b,popqa,5,1,5
67cf1847-e02d-4b85-b6f5-5f7a3759e8d7,popqa,5,2,5
93df4fe9-827b-413c-a6be-f96f46be0f08,popqa,5,2,5
fe185fbe-17c2-4a4e-8716-bad69a237d53,popqa,5,1,5
699626ff-f911-4cbb-b305-afc74fa30dd7,popqa,5,1,5
4f36b3fe-d47b-4d8b-bb44-0773ad84143d,popqa,5,1,5
24d2e8bb-34e2-4a16-9bf6-3205e37724cc,popqa,5,1,5
2d972621-0292-43d0-abb0-7d527d13e97b,popqa,5,1,5
cafde594-c04e-48a1-b6b4-2457f05cb8ea,popqa,6,2,5
85358eaa-05b8-40fa-85dc-25ec1c6bc95b,popqa,6,1,5
d344ff04-9124-4fa1-b3f6-31fc96e8ba19,popqa,6,1,5
7cb6c94f-8a47-4afc-b2f3-d8438103babc,popqa,6,2,5
ab70a3f6-2d7c-4c9e-bd63-8f1cd8fe1a07,popqa,6,1,5
cca0c511-41d0-470a-9bcc-0055fdc70e08,popqa,6,1,5
a86ac8d7-a883-4c93-89cf-c024144e219e,popqa,5,2,5
9ca34add-2de5-4d7e-aebe-5e1f25cc1629,popqa,6,1,5
70f2d97b-0fee-4340-9bf2-f9d71db39063,popqa,5,1,5
917fec3c-28c4-4168-8d8e-d3368ff66b12,popqa,5,1,5
8685d979-9d97-4c13-825d-db1a449cd7d3,popqa,5,2,5
7c59593d-e306-4956-abca-4c1b908316a6,popqa,5,1,5
b4ec3927-afb1-4643-b557-078ba717cf11,popqa,5,1,5
a7c240c5-c90b-4f98-a1ea-8aaf2da66095,popqa,5,1,5
ede1fef9-7f4d-474c-926d-459437779e7e,popqa,5,1,5
3f3f444d-9f3e-45f0-8b73-13c351ff82f3,popqa,5,3,5
836849ac-8328-4f0c-a3d6-32bb1451d5f0,popqa,5,1,5
d595b916-f9b5-441b-92d3-9df795b1ea53,popqa,5,1,5
bedb37f6-4af5-4a54-876c-5a0ff4b86858,popqa,6,3,5
884adc87-8f38-4dc7-b673-94821d318857,popqa,5,1,5
5a434341-c21d-49bd-8c01-856f8a45f041,popqa,6,1,5
0687ac2a-fed5-48ea-8a00-ae126998736a,popqa,5,3,5
62a6190c-0143-4e60-bb6f-493db96e2422,popqa,5,1,5
f9bf75eb-decf-4344-817d-8b145bd2cbf1,popqa,6,1,5
0a462baa-bb91-4313-8f97-ee0537435c3a,popqa,5,1,5
1760d430-11c2-4556-ab5e-4b0a6438c9fd,popqa,5,1,5
c95da384-b781-47fd-ac4c-a46a3bdb760b,popqa,5,1,5
ec959bcf-9ced-489e-b3b4-f5f7498cfd46,popqa,6,1,5
23f2d026-9a4a-4d54-b0e8-436db2f130e3,popqa,5,2,5
4ad5a7dc-1f68-4a40-8647-cd2072befa82,popqa,5,1,5
05c2e5a4-28c6-42db-833d-e08b890cf49a,popqa,5,2,5
705d4665-fc05-4356-b257-51e38dd6d398,popqa,8,1,5
b7ab868f-e437-428a-b63a-36845d087ab1,popqa,8,1,5
fbc540d2-3774-420c-89cb-64016ab7dc68,popqa,7,1,5
a164f20c-6794-48fe-a0d0-19dbdb771586,popqa,8,1,5
d349e1e9-3296-4cb9-a8e5-2480925cf25a,popqa,7,1,5
f4d76401-b38a-41de-ace2-2fb9b1fe448a,popqa,7,2,5
edc627f6-2667-43bf-ad03-1aed2e691c01,popqa,7,1,5
336464c2-53fd-4fbb-b4a6-eb25e2915513,popqa,7,1,5
fb00a45d-574a-411c-b4d6-2d80641dfff4,popqa,8,1,5
4311fd7c-d35f-4553-98cd-baed1bd3a8e5,popqa,9,1,5
ae40a1dd-0bb4-42ab-9432-961e7e3ab6af,popqa,7,1,5
12bcdf27-de08-42ac-aedf-11843ca2ac54,popqa,7,1,5
a43cd5a1-1e22-4ea4-bb03-29b154aca319,popqa,7,1,5
1f04f297-3769-417d-9d9c-a0648b850ce7,popqa,7,1,5
05d9172d-3bdb-4bd5-b8a4-051d4fca663d,popqa,7,1,5
d5ca5e89-912e-454a-84e8-990982dd5a12,popqa,7,1,5
7466e908-1c91-4165-9ad1-9e1f504fe8af,popqa,7,1,5
2df7e93b-4e8b-413b-a2a6-3aabffc28d80,popqa,7,1,5
78e901ac-d5b0-41db-bdaa-96b6b303b9c9,popqa,7,1,5
2c41e0ed-312c-42cd-b9ce-1b9dafd2f740,popqa,8,1,5
ac3f3d38-c6a0-4fd8-ae2d-273569c8c365,popqa,7,1,5
862ea239-d3e1-455a-854d-4f4f8d4e9198,popqa,7,2,5
c06babd1-3f46-46c9-9300-e542a7abe671,popqa,7,1,5
cc5ee0c7-bb74-4930-8e9b-58b5c7ea2257,popqa,7,1,5
3eed2e16-01c1-47e9-834c-a04244d93910,popqa,7,1,5
c74dc0db-77c7-4988-9134-2c4372a4021b,popqa,7,1,5
0735a70f-90c7-40f6-9a3e-79904f20465e,popqa,7,1,5
b4560cec-dcf9-47ff-9372-b78bb6b5eedc,popqa,8,2,5
e606a81b-ba46-421b-b4e8-f65d3e8c902b,popqa,7,1,5
f6c2af2a-5370-4187-aef9-b3ae7062888d,popqa,8,1,5
d01d1064-692d-4d9e-8fa8-dcd6b8b6f78e,popqa,7,1,5
275f5228-7d5b-46f6-9f24-35680eaf3acd,popqa,7,1,5
a008bcee-e15a-4e23-bc01-88867dc0156c,popqa,7,1,5
16c96382-f867-4645-aa74-534f0e255fd7,popqa,7,1,5
0eb330a2-a92a-4380-84eb-58cc2b358e0a,popqa,7,1,5
c060da8c-fe2d-44ed-9d5e-981e015d3493,popqa,7,1,5
11f0e217-1625-4371-a9dd-59fc6b7579d3,popqa,7,1,5
db843ea3-dcaf-46d8-8fcf-f59de4bb3723,popqa,7,1,5
4fcf9a01-5b65-4993-91e8-3d97a36190d1,popqa,7,1,5
9d0df2ef-d04b-4f64-92a6-0d8b0dc0a070,popqa,7,1,5
a5b4b053-7cde-4605-b615-284952e77f2f,popqa,7,1,5
039bc7c9-dc17-4834-809d-11eebcd031cd,popqa,8,1,5
dc753547-47f4-47c2-9e04-d77ba90fcf11,popqa,7,1,5
29225af5-56b5-457e-8b51-c149cb78f89c,popqa,7,1,5
8dc3258a-bf6b-4569-82cd-a98cda8a1fc0,popqa,7,1,5
a2f0c20e-b86d-4a30-a87f-c570b1ff8f8a,popqa,7,1,5
8a91b87a-3b1e-4e23-b318-4c8fc1ae9891,popqa,7,1,5
bedfe4d9-ce82-4be3-aaa8-2fb45d599d6c,popqa,7,1,5
6d387481-7b37-46aa-8be0-9c51a2e68f06,popqa,7,1,5
e7428ecb-22dc-4337-b95c-4693d6c9e964,popqa,7,1,5
d4b36b99-8f97-4f6e-bdfa-7ad64c275eea,popqa,6,1,5
4fb2658d-3249-4f55-b872-c172fa0c7fc7,popqa,8,1,5
71725311-14db-4825-adfc-7da10ce4900e,popqa,7,1,5
8fc8fd2c-da90-40b8-a282-18f104cec7e3,popqa,7,1,5
467ace09-ba8b-45bf-bb9d-bdc562aa74a9,popqa,7,1,5
d403039e-f922-404c-a0d4-26acdcd09130,popqa,8,1,5
0ffd2d5e-ba53-43ce-a224-4af034d77d1d,popqa,7,1,5
554e16dc-c491-4398-a766-642858fc99fc,popqa,7,1,5
dcbcf3a5-f665-45d8-9fdd-22719ce672e5,popqa,7,1,5
bc834aeb-ce68-4287-8036-aa4198dd2efa,popqa,8,1,5
6f96a2b8-4241-4c77-a6c5-6157e8ac1d25,popqa,8,1,5
6cc32ff2-2c49-486b-8f88-7af99ca8cc8d,popqa,7,1,5
e402c272-4f0e-4ebe-badf-aeee76ea5b02,popqa,8,1,5
982b2d7e-018a-4c4a-bd7d-eea0090587af,popqa,8,1,5
6bad1644-6595-485e-8303-c71502e08827,popqa,7,1,5
076f3925-a948-4d93-a516-1febeed37cb3,popqa,7,1,5
f79c48dd-e597-4956-abf7-4369bd38840e,popqa,7,1,5
b806793e-abf5-44f7-b7b1-b7ce20f0fef8,popqa,7,1,5
551c2437-4d79-4714-a4b6-b79336a87fbc,popqa,7,1,5
4cfa329e-18ab-42cf-bcea-09324fb5402d,popqa,7,1,5
8266d224-3f31-43b2-bde5-3fff0c723bef,popqa,7,1,5
2f75d38a-4101-465f-9141-215b84d8e6e6,popqa,7,1,5
a375bcfb-f4e0-49fb-b536-2a747610adf4,popqa,6,2,5
3cdf7760-52d9-4f69-8ef3-82e7e7f638b3,popqa,8,1,5
2063f3b8-eee5-4013-a0be-70fbfdbb1d92,popqa,8,1,5
7ab268d1-6fba-449e-84d9-8225928cdff3,popqa,7,1,5
c23d1bb3-19a0-487a-94ee-85c5ceab3401,popqa,9,1,5
72edfecb-92c2-491b-be30-3518bf92166e,popqa,7,1,5
d8d37b09-40c9-49ba-8247-dad5bfd8a472,popqa,7,1,5
207979bf-794c-4dd8-ba5d-62c6d0d82a82,popqa,7,1,5
953e79d9-74d3-4617-9d28-af3cdc2bbb4f,popqa,8,1,5
6cd73223-c7b3-47a3-8e4f-5555e99022f3,popqa,6,1,5
733af1a2-47fa-4821-906d-1d4976ca4a29,popqa,7,1,5
5fdf835f-2e30-4e74-af74-ebc8f9058280,popqa,7,1,5
55ad6a04-54a7-44f9-8264-fc33c730e5bb,popqa,8,1,5
3046c000-30c5-45f5-81d6-0a835a1ff3d9,popqa,6,1,5
992e099f-cc53-4632-a7a2-823eafd333f2,popqa,7,1,5
3102049e-5005-48ec-a5a2-29e59039918c,popqa,7,1,5
eef9a778-125e-4bae-ab95-4676167467f1,popqa,7,1,5
967aec47-24ed-4b5c-aa36-214378e7a15a,popqa,7,1,5
8bd455ca-9caa-45d2-bded-df51af2f807d,popqa,8,1,5
24241c48-90a8-4841-a21e-8414c83cf526,popqa,7,1,5
742f34d8-c3ed-49b1-acbe-455378b1f328,popqa,7,1,5
1c98c7b7-c51a-4fd4-bf9b-ba446cae5b47,popqa,7,1,5
287bf522-418f-4ef6-b6f7-6cfe566cc084,popqa,6,1,5
82bc7697-cf09-4891-8b01-92331b443a9f,popqa,7,1,5
081fe9c1-0708-477b-84cf-ac9e87070fa6,popqa,8,1,5
e942c148-0e85-445c-b513-b8a95b3650a2,popqa,7,1,5
cd78e214-7b45-4a04-819b-60ce2683c8a9,popqa,8,1,5
f627a834-8aa9-4435-8fb5-1af7efe5aabc,popqa,7,1,5
1f73ebf3-bc79-4ce5-9c92-9fe9d0febd03,popqa,7,1,5
21042758-0361-4f84-b50b-3bf22dfa5bc1,popqa,7,1,5
e4d9a58e-bc7d-49d9-8710-f5dba507fa63,popqa,7,1,5
8df3cb2f-c1fb-4a2d-860f-d8d80344b403,popqa,8,1,5
d81ef840-2143-4c10-92cd-59da59ef7e7e,popqa,7,1,5
0958d079-fb71-4b6d-b193-a41d6f8fadf9,popqa,7,1,5
d4323185-59dd-46dd-a20d-373cd8f746be,popqa,7,1,5
cd3870e4-9c29-4f16-889a-4105c9909df4,popqa,7,1,5
d9839230-715a-44cd-98ee-4a440442d785,popqa,7,1,5
481a41d0-64f2-491e-bcaf-47368a3125de,popqa,7,1,5
62997318-115d-477a-9412-5f8c1ffd011c,popqa,7,1,5
645d19b2-4da4-491c-a881-cff611a473c4,popqa,8,1,5
ed7e0ec2-bd87-4a5c-9cfb-7ec9202fb197,popqa,7,1,5
95e2a997-c980-4a75-a5a4-08e5bc1d0174,popqa,7,1,5
5b8e3812-6ecb-40eb-9e40-a7fdf22db8e7,popqa,8,1,5
feda58e0-f7e3-4e79-bde8-d7cee59faaac,popqa,8,1,5
0ce595d9-81b8-4a03-85fb-73b8de3add40,popqa,7,1,5
73f54f90-2d59-4c93-bbf8-d4ca27e179b5,popqa,7,1,5
512ea79c-ce68-4e2b-9661-bfe81f12fcf4,popqa,8,1,5
425fff84-549b-4657-a769-743aa56b3f75,popqa,8,1,5
02d06b89-b291-474b-b040-673e431008a3,popqa,7,1,5
3951ea90-2801-4af2-829b-8553243acbef,popqa,7,1,5
670bc9f6-6aea-4d06-b296-572836b7ed72,popqa,7,2,5
fbc5ad36-a6e0-42b0-80e2-a211cac64d33,popqa,7,1,5
ca9e33f4-508e-46b4-844f-949851e8c0f0,popqa,7,1,5
1bd35f3d-ee80-4bcd-b3e6-c9ac896f8cb2,popqa,7,1,5
ba34f75b-9ec2-40fa-8e8e-b5903fd6d27e,popqa,7,1,5
aa1a944e-fef5-4028-bd56-e2b01059ed26,popqa,7,1,5
4590ae44-f622-4751-81f5-a2bf25fb8814,popqa,7,1,5
f56735c2-0080-4fbb-8f27-cdb448a877ad,popqa,8,1,5
a78e0704-51e1-4cf7-985b-0d00b48c1bae,popqa,7,1,5
4d61d73f-a439-427b-a6d2-fa29d59e6803,popqa,7,1,5
bac2ed05-7cd6-4866-b191-3c8bfccca037,popqa,7,1,5
6ce0bb89-5623-448c-a5e8-fabdddbc9f60,popqa,7,1,5
af99d1a3-d047-4d5e-8fb3-297e98737ae7,popqa,8,1,5
cf90d212-d07e-434f-9c73-cc8e91e035ae,popqa,8,1,5
e5a55273-fc63-4341-b804-3c3054508ce6,popqa,7,1,5
97f467c9-5f9a-4f34-997f-9e7ab04e5ce2,popqa,8,1,5
fbd0eab5-85f9-46bf-8913-edc789d7ffe7,popqa,7,1,5
fe0019a5-2ab1-4d44-a90f-3617068d7909,popqa,9,1,5
282d0d9e-7d1d-45cc-9a4b-2cf416542903,popqa,7,1,5
416a5518-ea91-4185-9872-a85cf5a77304,popqa,7,1,5
5396f871-0b73-4c51-9125-8123d4e48e8e,popqa,7,1,5
051bd1ff-49b8-439f-ac6c-9362d989f9e1,popqa,7,1,5
30d4b97d-ffdd-43d2-9f26-91b3e2381cee,popqa,7,1,5
9d86753d-2a7b-43b0-b542-bd842e24ef76,popqa,7,1,5
e7151810-c3f9-416e-9613-7e5c17bba502,popqa,7,1,5
285a2e52-b192-4da1-bf9b-6290c2e9e343,popqa,7,1,5
8fd3766f-7ab4-4a24-92ec-7829e94a97c4,popqa,7,1,5
f6887229-a32a-49e3-8602-20b3afccc4c0,popqa,7,1,5
59933cc5-aabf-4930-be33-630951605391,popqa,7,1,5
0d52599a-9fd5-4a40-96b0-2b2b9478881b,popqa,7,1,5
251b4b07-6beb-465c-8a31-d654524cffdb,popqa,7,1,5
093227dc-e229-463e-b56a-5d4f2e133edc,popqa,7,1,5
6d480737-35d8-4796-aac0-e7ce751f8885,popqa,7,1,5
8e59598b-a90c-4272-9c54-b6ab4358326f,popqa,7,1,5
60fee1ed-1c6a-452d-a81f-024a6c1888e2,popqa,7,1,5
ab4a7f84-9665-4c48-87da-23d9c5e8b23a,popqa,8,1,5
12c90d6d-b94b-499d-b5aa-8eb60bf2cf41,popqa,7,1,5
f13ef1c0-1bc4-4189-8b78-288aeb1426d3,popqa,7,1,5
35be31a7-fcc4-4ac9-ae60-e37260652fe3,popqa,7,2,5
8c9ee319-1c93-452d-a36c-70c1c7a492e4,popqa,7,1,5
0ae7d75e-5dbd-426a-aae2-04006e6f8db1,popqa,8,1,5
d005190a-7ea4-48f5-abc3-91c46b67f4b2,popqa,7,1,5
8da8236a-befa-41ec-a07f-d6a7a1e3989a,popqa,9,1,5
e2a2ec1f-2f83-43e7-9c3c-45c6df182182,popqa,7,1,5
53ea02b2-6ad6-4f4f-81fe-27ac49a729a2,popqa,6,1,5
88b99beb-4ef0-47f3-9936-4a18976fb081,popqa,8,1,5
38d0640e-f341-44d3-9a46-1e538e34dc32,popqa,8,1,5
697da988-0d30-45ec-853c-2c6a8f8daafe,popqa,7,1,5
f636d858-7199-4259-a2cc-da2b74683b59,popqa,7,1,5
117bcaca-a5bc-45f4-ada0-8c9bbf4eab3c,popqa,8,1,5
3c1a5346-99c3-4e47-a5e1-9c36ca43098b,popqa,7,2,5
5c21004f-189a-4876-a6ef-711ce0e92609,popqa,7,1,5
496cc508-4412-420e-80e6-436eb08fd0d3,popqa,7,1,5
afe16ebf-3599-4049-b682-7b2a71e2bd7d,popqa,7,1,5
75e3aaaa-1372-4143-b6a1-3451f1d82460,popqa,8,1,5
1aedbc12-571e-43fe-a617-1e851b524897,popqa,7,1,5
f3efc588-e040-4742-8306-a133a5e9de5c,popqa,7,1,5
81d87ad7-957b-4f58-a9ca-408de7ed96b1,popqa,8,1,5
32746711-fbf1-4007-bac4-f2175938b9b2,popqa,7,1,5
97f15d7a-840f-4034-abcb-9954f5792533,popqa,7,1,5
65226e9c-a366-468f-8772-65460a560c2f,popqa,7,1,5
6feb59eb-adbc-43f6-bb07-c7e412f4f141,popqa,7,1,5
b203434e-cf2f-4077-a3de-dda918e830ab,popqa,7,1,5
2f178cb8-cf66-4ebb-af1a-3c22b23c269f,popqa,7,1,5
69c004e4-7f43-42e2-9370-031f2b54c060,popqa,7,1,5
f552f031-9825-4c5d-8fff-4731d4ea6ca1,popqa,7,1,5
eb13a23f-617e-48ff-978a-68a949a0cf8d,popqa,7,1,5
3623cc21-e689-40c4-9151-481f9306aa3b,popqa,8,1,5
93d3a92a-384b-4970-9c08-fa7e992b9e27,popqa,7,1,5
a387f642-c1d3-4e22-9dea-b1c1fcdc2f71,popqa,14,1,5
877155e6-4c28-4d27-8c95-e9a92b9ce895,popqa,7,1,5
313bb4b3-c2b6-4a23-a3c4-7ef67ab7c189,popqa,8,1,5
cc46fb62-0276-47df-b2ae-778165535391,popqa,7,1,5
8995bfb4-de83-49d0-a59f-cd65e37b555c,popqa,5,2,5
222bda09-9202-49c3-a8b3-b093a96b3ed0,popqa,4,1,5
c5acbae1-6db7-46f8-ad9b-554ea36fb4f2,popqa,5,1,5
4cfa1032-d64d-4a86-bb1b-58c78de439f6,popqa,5,1,5
d5d6cf6b-feec-4e99-a088-a255e56e1392,popqa,4,1,5
bd8e1d16-d5aa-412d-8bcb-15d450d5bf9e,popqa,4,1,5
b4e17b86-30a1-4ac3-ba0c-8c8c6d0d2719,popqa,6,1,5
c5df20d6-a0c8-4c58-8e47-8b9cb502ad91,popqa,6,1,5
699f1765-0f1b-4e4b-9b5f-7710239ae50e,popqa,4,1,5
